topic,label,family,total_tweets,peak_day,peak_tweets,peak_authors,peak_originals,peak_rt_fraction,peak_likes,peak_views,peak_retweets,peak_per_100k,baseline_per_100k,share_lift,spike_score,baseline_tweets,low_baseline,window_boundary_peak,language_adjusted_share_lift
#khemjirafmmadrid,#khemjirafmmadrid,Hashtag / unclassified,10138,2026-08-30,8324,2372,981,0.8821480057664585,399268,5582720,264542,35.102471468699385,0.5283858618404458,66.41818484328243,54.645113056518724,1729,False,False,
#chebha,#chebha,Hashtag / unclassified,11994,2026-08-30,9723,5392,2107,0.7832973362131029,892727,33245377,79833,41.002081942595396,0.6640731508266563,61.732289645921256,54.61620376315923,2173,False,False,
#乃木坂全国ツアー神宮day1,#乃木坂全国ツアー神宮day1,Hashtag / unclassified,4425,2026-08-20,3874,1791,1701,0.5609189468249871,193016,13874131,21633,16.395884167522258,0.16803716967528154,97.49691670396997,54.59137451594302,550,False,False,
#브이로그_또_낋여옴,#브이로그_또_낋여옴,Hashtag / unclassified,4924,2026-08-29,4239,4228,17,0.9959896201934418,96102,2000414,41929,18.45800301389275,0.19879820448266838,92.78772787601369,54.58960226079671,652,False,False,
#이건_가야_된다,#이건_가야_된다,Hashtag / unclassified,4923,2026-08-29,4238,4228,16,0.996224634261444,95971,1998171,41908,18.453648684330613,0.19879820448266838,92.76584139697702,54.58521806650334,652,False,False,
#bts_wo,#bts_wo,Hashtag / unclassified,7627,2026-08-17,6305,6016,0,1.0,0,0,0,28.85973427622807,0.3825708511416545,75.41234222507353,54.56674170896662,1259,False,True,
#fanboygalanight,#fanboygalanight,Hashtag / unclassified,21092,2026-08-29,16232,4918,3812,0.7651552488910793,1382954,21327131,677589,70.67947745258483,1.4293956788569777,49.4433522029049,54.55947944920204,4688,False,False,
#pondphuwinconcertd3,#pondphuwinconcertd3,Hashtag / unclassified,95478,2026-08-23,66237,14311,10779,0.8372661805335386,4660335,65307620,2309300,268.32950995076027,8.928695429107783,30.052197645135827,54.49928086072707,29130,False,False,
entity:tim-curry,Tim Curry discourse,Entertainment,180965,2026-08-26,119338,77298,26149,0.7808828705022709,8662367,249620851,1004107,473.9332916791384,18.72628133295317,25.30835498015857,54.492134915364595,61002,False,False,24.884495184438915
#七次元生徒会_ミュージカル,#七次元生徒会_ミュージカル,Hashtag / unclassified,1635,2026-08-19,1511,943,15,0.9900727994705493,89322,3430296,23439,6.482950462406846,0.0375424495223758,172.04098535343317,54.37160108603641,123,False,False,
#おかわりsohoneyうそすき初披露,#おかわりsohoneyうそすき初披露,Hashtag / unclassified,1344,2026-08-17,1249,451,412,0.6701361088871096,119725,2465554,22354,5.717019525933206,0.02886753841021221,197.08517639687767,54.35652751494549,95,False,True,
#samsungpowermallxjunior,#samsungpowermallxjunior,Hashtag / unclassified,2071,2026-08-30,1882,616,224,0.8809776833156217,49149,958171,28675,7.9364309591653335,0.053785952390930286,147.17691194632673,54.30308887840317,176,False,False,
#ธีร์เวฟเสิร์ฟเมอร์ซี่คาเฟ่,#ธีร์เวฟเสิร์ฟเมอร์ซี่คาเฟ่,Hashtag / unclassified,5902,2026-08-23,5085,1313,533,0.8951819075712881,313432,3015364,158523,20.599597779181064,0.25042032837559425,82.2178546222045,54.289586316919056,817,False,False,
#エンドフィールド特番,#エンドフィールド特番,Hashtag / unclassified,1876,2026-08-21,1728,1144,84,0.9513888888888888,59340,4768407,17710,7.027815589793561,0.045350305632103176,154.49023362747462,54.21024738018739,148,False,False,
#死滅回游,#死滅回游,Hashtag / unclassified,6641,2026-08-29,5576,5475,25,0.9955164992826399,297289,10887359,67979,24.27974163846803,0.31252785213916423,77.65733067002205,54.165638166835166,1025,False,False,
#khemjirafmfrankfurt,#khemjirafmfrankfurt,Hashtag / unclassified,11205,2026-08-29,9060,2308,996,0.8900662251655629,566663,8155495,363662,39.45022583294841,0.6421303966878829,61.42527617421664,54.13063430725016,2106,False,False,
#centralbeautyawards26xmiu,#centralbeautyawards26xmiu,Hashtag / unclassified,4271,2026-08-27,3728,900,835,0.7760193133047211,286898,3615951,85616,15.84695716105843,0.16554096974681967,95.65290397779329,54.111067595975975,542,False,False,
#甘じょっぱいは正義だ,#甘じょっぱいは正義だ,Hashtag / unclassified,1535,2026-08-29,1419,1405,52,0.9633544749823819,4961,299383,20981,6.178793648670396,0.03536900570550542,174.00666684679888,54.02435272322689,116,False,False,
#711thmonchhichixbook,#711thmonchhichixbook,Hashtag / unclassified,4082,2026-08-29,3555,786,543,0.8472573839662447,83671,995261,52197,15.479641593392008,0.16068505178277032,96.2575127587438,53.87283167864239,527,False,False,
#bighitdobetter,#bighitdobetter,Hashtag / unclassified,1602,2026-08-25,1467,670,615,0.5807770961145194,22510,298053,7669,6.855474631566138,0.04096651093636969,166.78270038290364,53.82573623637151,135,False,False,
#mcibou,#mcibou,Hashtag / unclassified,1501,2026-08-23,1391,858,1035,0.2559309849029475,18238,5058370,1650,5.635012883154544,0.032490275162561796,172.68469416694154,53.79648250389543,106,False,False,
#bad5thwin,#bad5thwin,Hashtag / unclassified,1102,2026-08-22,1034,866,97,0.9061895551257253,41306,1382359,11331,4.480880658590652,0.02074052229198046,214.57146608312104,53.76918649180509,68,False,False,
#يوم_السبت_صوتنا_يوصل,#يوم_السبت_صوتنا_يوصل,Hashtag / unclassified,1125,2026-08-20,1055,530,722,0.3156398104265403,30947,1760578,8315,4.465063964051622,0.021081026741080776,210.3807372401273,53.72664978144536,69,False,False,
#ลาก่อนyourmoodxtlefirstone,#ลาก่อนyourmoodxtlefirstone,Hashtag / unclassified,5562,2026-08-28,4846,1520,565,0.8834089971110194,113472,1504063,83057,17.623412620021767,0.21889759984192378,80.46132977328712,53.71900758550117,708,False,False,
#櫻坂46_愛mustbe,#櫻坂46_愛mustbe,Hashtag / unclassified,1824,2026-08-30,1414,1215,137,0.9031117397454032,43865,3289090,9325,5.962865768469597,0.035144230255437406,168.993647131927,53.69213434733183,115,False,False,
entity:hayden-panettiere,Hayden Panettiere discourse,Entertainment,147040,2026-08-17,92702,57138,12463,0.8655584561282389,7046263,561418580,869708,424.3227734932426,16.400408242904984,25.87259455842684,53.67860904294222,53972,False,True,25.48159395324588
#pressp,#pressp,Hashtag / unclassified,1982,2026-08-24,1803,1803,0,1.0,0,0,0,7.572840074176031,0.05319024578442235,142.00414071529562,53.60741554004406,174,False,False,
#bangkokbankmxjunior,#bangkokbankmxjunior,Hashtag / unclassified,1877,2026-08-30,1705,582,223,0.869208211143695,49149,958105,28675,7.190018483197075,0.048896320355391175,146.63110189941702,53.55231308156745,160,False,False,
#colgatelivewithcharlotte,#colgatelivewithcharlotte,Hashtag / unclassified,1594,2026-08-27,1468,305,498,0.6607629427792916,46520,696593,24359,6.240164461489747,0.038483694073983915,161.56496095204872,53.49637069545433,126,False,False,
#ボカコレ2026夏ランキング発表,#ボカコレ2026夏ランキング発表,Hashtag / unclassified,1208,2026-08-24,1129,679,75,0.933569530558016,17118,2650921,5338,4.74195032930934,0.024149594350398654,195.20880346683097,53.49018026230173,79,False,False,
#sayyesnutrimaster,#sayyesnutrimaster,Hashtag / unclassified,3010,2026-08-30,2665,829,287,0.8923076923076922,104013,1127241,75728,11.238357335906278,0.10207106874187906,109.95930240485445,53.489422489232204,334,False,False,
#apラウンジ,#apラウンジ,Hashtag / unclassified,1979,2026-08-26,1812,1035,433,0.761037527593819,27271,1990660,8193,7.19609114047997,0.051265351670489165,139.9890866549759,53.488300303432034,167,False,False,
#ぱかライブtv,#ぱかライブtv,Hashtag / unclassified,7438,2026-08-22,6179,3135,2249,0.63602524680369,219560,13411155,48532,26.7769454443246,0.38339465472087414,69.81960506790425,53.470466320032756,1257,False,False,
#เมืองมารยาเดอะมิวสิคัลxemibonnie,#เมืองมารยาเดอะมิวสิคัลxemibonnie,Hashtag / unclassified,3150,2026-08-17,2763,542,279,0.8990228013029316,85672,1136532,42136,12.647017574182104,0.11759723541844344,107.42585863227804,53.46772250605599,387,False,True,
#cbiforjpscjssc,#cbiforjpscjssc,Hashtag / unclassified,1847,2026-08-30,1686,304,714,0.5765124555160142,36174,665620,71556,7.109895110070538,0.04859071835316997,145.9066443277847,53.4186233150075,159,False,False,
#pondphuwinsixbyside,#pondphuwinsixbyside,Hashtag / unclassified,3915,2026-08-26,3442,1746,1040,0.6978500871586287,116701,1590588,58176,13.669396084730717,0.14520066670743337,94.05566140408128,53.3881722858122,473,False,False,
#ホロライブ夏祭り,#ホロライブ夏祭り,Hashtag / unclassified,1845,2026-08-18,1676,949,581,0.6533412887828163,64962,2079328,7161,7.394123736337195,0.050872792980215006,144.9547054477961,53.305767872122985,167,False,False,
#wesupportrm,#wesupportrm,Hashtag / unclassified,4455,2026-08-20,3846,2307,1308,0.6599063962558502,115915,1566469,59182,16.277380100229895,0.18575745302285668,87.56643998851484,53.26410284430488,608,False,False,
#エルスウェア紀行,#エルスウェア紀行,Hashtag / unclassified,1144,2026-08-26,1068,1030,9,0.9915730337078652,31096,1899114,7614,4.241404711938525,0.02118149260636977,198.89354937407882,53.25609345938047,69,False,False,
#happyjangwonyoungday,#happyjangwonyoungday,Hashtag / unclassified,1255,2026-08-31,1093,876,38,0.9652333028362305,105641,1901928,23464,5.737804186959184,0.029226787147076223,195.40261385334983,53.25384638551061,97,False,True,
#lsa50icons2026xsea,#lsa50icons2026xsea,Hashtag / unclassified,1873,2026-08-20,1707,489,298,0.8254247217340364,43491,523516,29079,7.2245158167167,0.0507166730292668,142.0623564210774,53.220842547719954,166,False,False,
#hamasushithxinnongsa,#hamasushithxinnongsa,Hashtag / unclassified,2204,2026-08-28,2017,601,316,0.8433316807139316,54923,1168726,40525,7.335209090917026,0.057506996568640986,127.24289765647126,53.20390503942827,186,False,False,
#ぷに,#ぷに,Hashtag / unclassified,3122,2026-08-29,2747,2747,0,1.0,0,0,0,11.961343307186455,0.1134247424348967,105.33382148326933,53.20387963419247,372,False,False,
#coachplaysiamsquarexbus,#coachplaysiamsquarexbus,Hashtag / unclassified,1975,2026-08-19,1792,584,136,0.9241071428571429,40877,709675,31911,7.688581885263447,0.05585583953329083,137.3136852933489,53.20065879642571,183,False,False,
#ln4moreyears,#ln4moreyears,Hashtag / unclassified,1302,2026-08-29,1207,839,72,0.9403479701739851,44837,1374634,7867,5.2556757814976525,0.02896599605192254,180.56774913620768,53.19983679632334,95,False,False,
#queenbabeonsetq6,#queenbabeonsetq6,Hashtag / unclassified,1380,2026-08-30,1267,201,317,0.749802683504341,52866,1133672,9411,5.342963881648501,0.03056020022211948,174.03288410501307,53.183239079284355,100,False,False,
#wetrustinnamjoon,#wetrustinnamjoon,Hashtag / unclassified,2644,2026-08-20,2359,1655,1244,0.47265790589232726,97175,1360458,48853,9.983967669381778,0.08676828397778175,114.88683110731081,53.153898013588694,284,False,False,
#westandwithrm,#westandwithrm,Hashtag / unclassified,6028,2026-08-20,5081,2764,1370,0.730368037787837,123536,1626310,63277,21.50425592544672,0.2890239318414843,74.37103941180652,53.04969752227863,946,False,False,
#ありがとう栗山さん,#ありがとう栗山さん,Hashtag / unclassified,9907,2026-08-30,7937,4109,930,0.882827264709588,447993,13341054,71056,33.470484868700986,0.5586404600603441,59.9015671836923,53.019161650044595,1828,False,False,
#ポケモン性格診断,#ポケモン性格診断,Hashtag / unclassified,31138,2026-08-24,22808,22242,21935,0.0382760434935111,102538,8934017,4057,95.79663694498443,2.47242935577246,38.74440786240468,52.94334663715115,8088,False,False,
#telugulanguageday,#telugulanguageday,Hashtag / unclassified,1444,2026-08-29,1328,1046,196,0.8524096385542168,31027,790725,4998,5.782549658516058,0.035064100483906235,164.26157817014266,52.93339014352728,115,False,False,
#nagpanchami,#nagpanchami,Hashtag / unclassified,1046,2026-08-17,966,810,580,0.3995859213250518,16345,1684529,3722,4.421650009648901,0.02127081777594584,206.50654128674574,52.86288663212966,70,False,True,
#fridaybaseballlive,#fridaybaseballlive,Hashtag / unclassified,1646,2026-08-21,1504,895,8,0.9946808510638298,65930,8442050,11483,6.116802457783286,0.04075399087209272,149.57844915063083,52.860293783461046,133,False,False,
#牧場物語ルンファク周年生放送,#牧場物語ルンファク周年生放送,Hashtag / unclassified,7912,2026-08-24,6524,3176,1488,0.7719190680564071,178326,15004668,62894,27.401668687700738,0.4242992020044726,64.56269405692552,52.811301807982794,1388,False,False,
#lingormxmegawecaremitment,#lingormxmegawecaremitment,Hashtag / unclassified,10427,2026-08-22,8357,1519,1197,0.8567667823381596,667304,8193828,356517,36.21539619327087,0.6313658991823463,57.349970057920075,52.75643150000686,2070,False,False,
#know맘,#know맘,Hashtag / unclassified,1577,2026-08-22,1442,1442,0,1.0,0,0,0,6.248965096409787,0.0411760369031965,151.25459312754828,52.673307235842735,135,False,False,
#rmisnotalone,#rmisnotalone,Hashtag / unclassified,5860,2026-08-20,4926,2668,1331,0.7298010556232237,116889,1581888,59703,20.84825126722113,0.285052144194614,73.10661986572983,52.6467966555603,933,False,False,
#今月描いた絵を晒そう,#今月描いた絵を晒そう,Hashtag / unclassified,36968,2026-08-31,23434,17192,3747,0.8401041222155842,1082528,15119644,95485,123.01894173577448,3.2821380659082613,37.48042020659949,52.604718607755274,10893,False,True,
#3ytomafoxgoodboy,#3ytomafoxgoodboy,Hashtag / unclassified,2091,2026-08-17,1866,789,367,0.8033226152197214,90159,1133776,44241,8.541199708079553,0.06837048570839734,124.68164385621476,52.439190566433204,225,False,True,
#garnierclinicalserumxengfa,#garnierclinicalserumxengfa,Hashtag / unclassified,1067,2026-08-18,993,406,180,0.8187311178247734,73335,1333271,33443,4.380885960729615,0.02254243521278988,193.13241454171708,52.4079723070619,74,False,False,
#stayselcaday,#stayselcaday,Hashtag / unclassified,4566,2026-08-24,3902,1459,992,0.7457713992824193,102091,1177986,8039,16.38891956152794,0.20297886897043935,80.69157999165279,52.38188104034492,664,False,False,
#aejeans,#aejeans,Hashtag / unclassified,1145,2026-08-24,1064,570,167,0.8430451127819549,22632,266710,13946,4.468941674388962,0.024455285418125222,181.6896039592092,52.31764395515587,80,False,False,
#keng27thrhythmbd,#keng27thrhythmbd,Hashtag / unclassified,3201,2026-08-17,2769,1082,189,0.9317443120260022,109584,1480291,72595,12.674481238838307,0.13127133256012288,96.45757275576143,52.25075816779669,432,False,True,
#renanpresidente14,#renanpresidente14,Hashtag / unclassified,4969,2026-08-30,4191,1190,1771,0.5774278215223096,92638,1408139,16018,17.673529303858615,0.23164631768366567,76.2541170242621,52.153714568814706,758,False,False,
#wishjasper_behindthesong,#wishjasper_behindthesong,Hashtag / unclassified,1939,2026-08-30,1743,1034,106,0.9391853126792886,38700,389723,18512,7.350265229450147,0.058064380422027016,126.29215760633056,52.102914427338995,190,False,False,
#linglingxeucerinmalaysia,#linglingxeucerinmalaysia,Hashtag / unclassified,8760,2026-08-30,7059,1562,1163,0.8352457855220285,260398,2868370,150001,29.76794162632736,0.5057713136760774,58.84291360713401,52.099074751519694,1655,False,False,
#sotus10thyearconcertd1,#sotus10thyearconcertd1,Hashtag / unclassified,19906,2026-08-29,14764,4682,2754,0.8134651855865619,1345967,33306561,708066,64.2873216553698,1.4964748276087982,42.95625040815991,52.078123418727614,4908,False,False,
#lykn_rakmakmakro,#lykn_rakmakmakro,Hashtag / unclassified,11945,2026-08-26,9540,2289,1358,0.8576519916142558,389417,5298252,226853,37.886705011136264,0.7379754815320715,51.330716999035104,52.06388885753074,2404,False,False,
#どきゅーと,#どきゅーと,Hashtag / unclassified,4933,2026-08-28,4251,2941,4,0.9990590449306046,27150,1654413,31159,15.459580488591115,0.20622132640475022,74.91861786564559,52.02959495727715,667,False,False,
#乃木坂全国ツアー神宮day3,#乃木坂全国ツアー神宮day3,Hashtag / unclassified,3863,2026-08-22,3309,1507,2276,0.3121789060139015,118674,17448323,11067,14.339684815547843,0.16836423978195902,85.10638586790672,51.96083825905386,552,False,False,
